用户号码,开始时间,开始基站,开始基站经度,开始基站纬度,结束时间,结束基站,结束基站经度,结束基站纬度,停留时间
0ed9dd97-378c-4348-a6ba-554d2bb65e99,20180827103626,230809349,118.75126,32.06191,20180827103640,230825476,118.748776,32.06107,14
0ed9dd97-378c-4348-a6ba-554d2bb65e99,20180827103640,230825476,118.748776,32.06107,20180827103758,230825478,118.748776,32.06107,78
0ed9dd97-378c-4348-a6ba-554d2bb65e99,20180827103758,230825478,118.748776,32.06107,20180827103906,84863497,118.74615,32.06169,68
0ed9dd97-378c-4348-a6ba-554d2bb65e99,20180827103906,84863497,118.74615,32.06169,20180827103929,9766810,118.741478,32.058667,23
0ed9dd97-378c-4348-a6ba-554d2bb65e99,20180827103929,9766810,118.741478,32.058667,20180827103930,84864005,118.7393001,32.06096,1
0ed9dd97-378c-4348-a6ba-554d2bb65e99,20180827103930,84864005,118.7393001,32.06096,20180827103941,84862980,118.739602,32.05798,11
0ed9dd97-378c-4348-a6ba-554d2bb65e99,20180827103941,84862980,118.739602,32.05798,20180827103943,230816784,118.73649,32.05936,2
0ed9dd97-378c-4348-a6ba-554d2bb65e99,20180827103943,230816784,118.73649,32.05936,20180827103953,230816774,118.73961,32.05798,10
0ed9dd97-378c-4348-a6ba-554d2bb65e99,20180827103953,230816774,118.73961,32.05798,20180827103953,84862980,118.739602,32.05798,0
0ed9dd97-378c-4348-a6ba-554d2bb65e99,20180827103953,84862980,118.739602,32.05798,20180827104056,230770180,118.73788,32.05962,63
0ed9dd97-378c-4348-a6ba-554d2bb65e99,20180827104056,230770180,118.73788,32.05962,20180827104115,230816772,118.73961,32.05798,19
0ed9dd97-378c-4348-a6ba-554d2bb65e99,20180827104115,230816772,118.73961,32.05798,20180827105309,161008025,118.67852,32.10695,714
fada1bee-253c-4502-9bda-103e7a99b096,20180827001001,230806788,118.74312,32.05205,20180827001316,9895064,118.74228,32.05668,195
fada1bee-253c-4502-9bda-103e7a99b096,20180827001316,9895064,118.74228,32.05668,20180827001344,230806788,118.74312,32.05205,28
fada1bee-253c-4502-9bda-103e7a99b096,20180827041808,230806788,118.74312,32.05205,20180827061114,9895066,118.74228,32.05668,6786
fada1bee-253c-4502-9bda-103e7a99b096,20180827061114,9895066,118.74228,32.05668,20180827061301,230806787,118.74309,32.05201,107
fada1bee-253c-4502-9bda-103e7a99b096,20180827074153,84628747,0,0,20180827074155,84863238,118.7456501,32.0571001,2
fada1bee-253c-4502-9bda-103e7a99b096,20180827074155,84863238,118.7456501,32.0571001,20180827074254,83903498,0,0,59
fada1bee-253c-4502-9bda-103e7a99b096,20180827074313,84297987,118.74621,32.06161,20180827074316,84863238,118.7456501,32.0571001,3
fada1bee-253c-4502-9bda-103e7a99b096,20180827074316,84863238,118.7456501,32.0571001,20180827074410,83903498,0,0,54
fada1bee-253c-4502-9bda-103e7a99b096,20180827074815,84628747,0,0,20180827074835,84863497,118.74615,32.06169,20
fada1bee-253c-4502-9bda-103e7a99b096,20180827074835,84863497,118.74615,32.06169,20180827074851,84297987,118.74621,32.06161,16
fada1bee-253c-4502-9bda-103e7a99b096,20180827075033,84628747,0,0,20180827075040,161365912,118.743101,32.063151,7
fada1bee-253c-4502-9bda-103e7a99b096,20180827075040,161365912,118.743101,32.063151,20180827075048,84863497,118.74615,32.06169,8
fada1bee-253c-4502-9bda-103e7a99b096,20180827075048,84863497,118.74615,32.06169,20180827075051,84628748,0,0,3
fada1bee-253c-4502-9bda-103e7a99b096,20180827140947,84223236,118.75184,32.06818,20180827141236,160959643,118.75013,32.05974,169
fada1bee-253c-4502-9bda-103e7a99b096,20180827141236,160959643,118.75013,32.05974,20180827141236,230809349,118.75126,32.06191,0
fada1bee-253c-4502-9bda-103e7a99b096,20180827141236,230809349,118.75126,32.06191,20180827141248,160959643,118.75013,32.05974,12
fada1bee-253c-4502-9bda-103e7a99b096,20180827141248,160959643,118.75013,32.05974,20180827141254,230457099,118.75071,32.06257,6
fada1bee-253c-4502-9bda-103e7a99b096,20180827141254,230457099,118.75071,32.06257,20180827141323,160959643,118.75013,32.05974,29
fada1bee-253c-4502-9bda-103e7a99b096,20180827141323,160959643,118.75013,32.05974,20180827141418,230457099,118.75071,32.06257,55
fada1bee-253c-4502-9bda-103e7a99b096,20180827141418,230457099,118.75071,32.06257,20180827141537,230809349,118.75126,32.06191,79
fada1bee-253c-4502-9bda-103e7a99b096,20180827141537,230809349,118.75126,32.06191,20180827141556,160959644,118.75013,32.05974,19
fada1bee-253c-4502-9bda-103e7a99b096,20180827141556,160959644,118.75013,32.05974,20180827141611,160959643,118.75013,32.05974,15
fada1bee-253c-4502-9bda-103e7a99b096,20180827141611,160959643,118.75013,32.05974,20180827141617,230809386,118.75126,32.06191,6
fada1bee-253c-4502-9bda-103e7a99b096,20180827141617,230809386,118.75126,32.06191,20180827141621,9449373,118.751138,32.056293,4
fada1bee-253c-4502-9bda-103e7a99b096,20180827141621,9449373,118.751138,32.056293,20180827141711,230808591,0,0,50
fada1bee-253c-4502-9bda-103e7a99b096,20180827143110,230774024,118.750546,32.056463,20180827143219,9449373,118.751138,32.056293,69
fada1bee-253c-4502-9bda-103e7a99b096,20180827143219,9449373,118.751138,32.056293,20180827143220,230809348,118.75126,32.06191,1
fada1bee-253c-4502-9bda-103e7a99b096,20180827143220,230809348,118.75126,32.06191,20180827143221,230774022,118.754321,32.059177,1
fada1bee-253c-4502-9bda-103e7a99b096,20180827143227,230774033,0,0,20180827143242,230457099,118.75071,32.06257,15
fada1bee-253c-4502-9bda-103e7a99b096,20180827143242,230457099,118.75071,32.06257,20180827143315,230809352,0,0,33
fada1bee-253c-4502-9bda-103e7a99b096,20180827143338,230809360,0,0,20180827143357,230825476,118.748776,32.06107,19
fada1bee-253c-4502-9bda-103e7a99b096,20180827143357,230825476,118.748776,32.06107,20180827143555,230806532,118.751572,32.070828,118
fada1bee-253c-4502-9bda-103e7a99b096,20180827222556,220695301,118.74474,32.06766,20180827222622,160994713,118.7415501,32.0657001,26
fada1bee-253c-4502-9bda-103e7a99b096,20180827222622,160994713,118.7415501,32.0657001,20180827222659,230845993,118.744759,32.064101,37
fada1bee-253c-4502-9bda-103e7a99b096,20180827222659,230845993,118.744759,32.064101,20180827222712,230845958,118.74464,32.06411,13
fada1bee-253c-4502-9bda-103e7a99b096,20180827222712,230845958,118.74464,32.06411,20180827222727,161365912,118.743101,32.063151,15
fada1bee-253c-4502-9bda-103e7a99b096,20180827222727,161365912,118.743101,32.063151,20180827222757,84863497,118.74615,32.06169,30
fada1bee-253c-4502-9bda-103e7a99b096,20180827222757,84863497,118.74615,32.06169,20180827222801,84628747,0,0,4
fada1bee-253c-4502-9bda-103e7a99b096,20180827222805,84297987,118.74621,32.06161,20180827222806,84864005,118.7393001,32.06096,1
fada1bee-253c-4502-9bda-103e7a99b096,20180827222806,84864005,118.7393001,32.06096,20180827222808,84863497,118.74615,32.06169,2
fada1bee-253c-4502-9bda-103e7a99b096,20180827222808,84863497,118.74615,32.06169,20180827222811,83903499,0,0,3
fada1bee-253c-4502-9bda-103e7a99b096,20180827222811,83903499,0,0,20180827222922,84863235,118.74565,32.05711,71
fada1bee-253c-4502-9bda-103e7a99b096,20180827222922,84863235,118.74565,32.05711,20180827222926,9895064,118.74228,32.05668,4
fada1bee-253c-4502-9bda-103e7a99b096,20180827222926,9895064,118.74228,32.05668,20180827222929,84863243,0,0,3
fada1bee-253c-4502-9bda-103e7a99b096,20180827223148,230806788,118.74312,32.05205,20180827223721,9895066,118.74228,32.05668,333
fada1bee-253c-4502-9bda-103e7a99b096,20180827223721,9895066,118.74228,32.05668,20180827223804,230806788,118.74312,32.05205,43
f04046c6-ad94-4c36-8c4d-bd5b3234c66a,20180827214604,9510818,118.75788,32.07384,20180827214914,230809359,0,0,190
f04046c6-ad94-4c36-8c4d-bd5b3234c66a,20180827214914,230809359,0,0,20180827214915,160959644,118.75013,32.05974,1
f04046c6-ad94-4c36-8c4d-bd5b3234c66a,20180827214915,160959644,118.75013,32.05974,20180827214919,230809358,0,0,4
f04046c6-ad94-4c36-8c4d-bd5b3234c66a,20180827214919,230809358,0,0,20180827214921,160959642,118.75013,32.05974,2
f04046c6-ad94-4c36-8c4d-bd5b3234c66a,20180827214921,160959642,118.75013,32.05974,20180827214927,230774023,118.750546,32.056463,6
9c1594f1-aca7-4187-bff3-76f15ab6dcc1,20180827142322,9622172,118.76242,32.02632,20180827142453,220219669,118.75063,32.06188,91
9c1594f1-aca7-4187-bff3-76f15ab6dcc1,20180827142453,220219669,118.75063,32.06188,20180827142506,84851214,118.764648,32.035328,13
3fef01be-84dc-4698-ba95-c55f1a0351d6,20180827184530,220219659,118.76194,32.04183,20180827184600,220219669,118.75063,32.06188,30
3fef01be-84dc-4698-ba95-c55f1a0351d6,20180827184600,220219669,118.75063,32.06188,20180827184626,84851204,118.764648,32.035328,26
3fef01be-84dc-4698-ba95-c55f1a0351d6,20180827225142,84851204,118.764648,32.035328,20180827225155,220219669,118.75063,32.06188,13
3fef01be-84dc-4698-ba95-c55f1a0351d6,20180827225155,220219669,118.75063,32.06188,20180827225305,84262148,118.76225,32.02902,70
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827000000,84863497,118.74615,32.06169,20180827000022,230845968,0,0,22
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827000022,230845968,0,0,20180827000027,84863495,118.74615,32.06169,5
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827000027,84863495,118.74615,32.06169,20180827000028,230845955,118.74464,32.06411,1
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827000028,230845955,118.74464,32.06411,20180827000232,230845958,118.74464,32.06411,124
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827000232,230845958,118.74464,32.06411,20180827000758,230845955,118.74464,32.06411,326
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827000758,230845955,118.74464,32.06411,20180827000858,230845958,118.74464,32.06411,60
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827000858,230845958,118.74464,32.06411,20180827001004,84863495,118.74615,32.06169,66
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827001004,84863495,118.74615,32.06169,20180827001007,230845968,0,0,3
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827001007,230845968,0,0,20180827001211,230845958,118.74464,32.06411,124
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827001211,230845958,118.74464,32.06411,20180827001423,84863495,118.74615,32.06169,132
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827001423,84863495,118.74615,32.06169,20180827001508,230845968,0,0,45
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827001508,230845968,0,0,20180827001529,84863495,118.74615,32.06169,21
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827001529,84863495,118.74615,32.06169,20180827001635,230845968,0,0,66
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827001635,230845968,0,0,20180827001637,84863495,118.74615,32.06169,2
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827001637,84863495,118.74615,32.06169,20180827001640,230845968,0,0,3
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827001640,230845968,0,0,20180827001645,230845958,118.74464,32.06411,5
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827001645,230845958,118.74464,32.06411,20180827001743,230845968,0,0,58
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827001743,230845968,0,0,20180827001953,84863495,118.74615,32.06169,130
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827001953,84863495,118.74615,32.06169,20180827001955,230845968,0,0,2
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827001955,230845968,0,0,20180827002053,230845958,118.74464,32.06411,58
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827002053,230845958,118.74464,32.06411,20180827002103,84863495,118.74615,32.06169,10
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827002103,84863495,118.74615,32.06169,20180827002106,230845958,118.74464,32.06411,3
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827002106,230845958,118.74464,32.06411,20180827002131,84863495,118.74615,32.06169,25
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827002131,84863495,118.74615,32.06169,20180827002133,230845968,0,0,2
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827002133,230845968,0,0,20180827002135,84863495,118.74615,32.06169,2
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827002135,84863495,118.74615,32.06169,20180827002142,230845968,0,0,7
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827002142,230845968,0,0,20180827002209,84863497,118.74615,32.06169,27
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827002209,84863497,118.74615,32.06169,20180827002305,230845958,118.74464,32.06411,56
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827002305,230845958,118.74464,32.06411,20180827002317,84863497,118.74615,32.06169,12
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827002317,84863497,118.74615,32.06169,20180827002329,230845958,118.74464,32.06411,12
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827002329,230845958,118.74464,32.06411,20180827002410,230845968,0,0,41
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827002410,230845968,0,0,20180827002617,230845955,118.74464,32.06411,127
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827002617,230845955,118.74464,32.06411,20180827003042,230845995,118.744759,32.064101,265
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827005040,230845968,0,0,20180827005937,230845955,118.74464,32.06411,537
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827005937,230845955,118.74464,32.06411,20180827010236,230845968,0,0,179
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827010236,230845968,0,0,20180827011831,84863495,118.74615,32.06169,955
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827011831,84863495,118.74615,32.06169,20180827012427,230845955,118.74464,32.06411,356
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827012427,230845955,118.74464,32.06411,20180827014416,230845995,118.744759,32.064101,1189
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827014416,230845995,118.744759,32.064101,20180827014446,230845955,118.74464,32.06411,30
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827014446,230845955,118.74464,32.06411,20180827020015,84863495,118.74615,32.06169,929
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827020015,84863495,118.74615,32.06169,20180827020020,230845958,118.74464,32.06411,5
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827020020,230845958,118.74464,32.06411,20180827020629,230845955,118.74464,32.06411,369
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827020629,230845955,118.74464,32.06411,20180827020707,230845995,118.744759,32.064101,38
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827020707,230845995,118.744759,32.064101,20180827020942,230845958,118.74464,32.06411,155
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827020942,230845958,118.74464,32.06411,20180827022558,84863495,118.74615,32.06169,976
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827022558,84863495,118.74615,32.06169,20180827023222,230845958,118.74464,32.06411,384
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827023222,230845958,118.74464,32.06411,20180827024751,230845968,0,0,929
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827024751,230845968,0,0,20180827025932,230845958,118.74464,32.06411,701
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827025932,230845958,118.74464,32.06411,20180827030059,230845968,0,0,87
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827030059,230845968,0,0,20180827030335,230845955,118.74464,32.06411,156
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827030335,230845955,118.74464,32.06411,20180827030641,230845995,118.744759,32.064101,186
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827031936,230845968,0,0,20180827032709,230845955,118.74464,32.06411,453
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827032709,230845955,118.74464,32.06411,20180827033337,230845968,0,0,388
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827033337,230845968,0,0,20180827033534,230845958,118.74464,32.06411,117
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827033534,230845958,118.74464,32.06411,20180827040627,84863495,118.74615,32.06169,1853
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827040627,84863495,118.74615,32.06169,20180827041026,230845995,118.744759,32.064101,239
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827041822,230845968,0,0,20180827042610,84863495,118.74615,32.06169,468
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827042610,84863495,118.74615,32.06169,20180827043017,230845958,118.74464,32.06411,247
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827043017,230845958,118.74464,32.06411,20180827043021,84863495,118.74615,32.06169,4
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827043021,84863495,118.74615,32.06169,20180827043022,230845955,118.74464,32.06411,1
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827043022,230845955,118.74464,32.06411,20180827044053,230845968,0,0,631
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827044053,230845968,0,0,20180827044546,84863495,118.74615,32.06169,293
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827044546,84863495,118.74615,32.06169,20180827044555,230845968,0,0,9
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827044555,230845968,0,0,20180827045436,230845958,118.74464,32.06411,521
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827045436,230845958,118.74464,32.06411,20180827052511,84863495,118.74615,32.06169,1835
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827052511,84863495,118.74615,32.06169,20180827052513,230845958,118.74464,32.06411,2
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827052513,230845958,118.74464,32.06411,20180827064003,84863495,118.74615,32.06169,4490
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827064003,84863495,118.74615,32.06169,20180827065944,230845958,118.74464,32.06411,1181
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827065944,230845958,118.74464,32.06411,20180827071516,230845995,118.744759,32.064101,932
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827071516,230845995,118.744759,32.064101,20180827071606,230845955,118.74464,32.06411,50
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827071606,230845955,118.74464,32.06411,20180827071914,230845958,118.74464,32.06411,188
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827071914,230845958,118.74464,32.06411,20180827072808,230845955,118.74464,32.06411,534
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827072808,230845955,118.74464,32.06411,20180827073937,161365912,118.743101,32.063151,689
713e13b3-3cdb-4ae5-8c27-e9605b025b44,20180827073937,161365912,118.743101,32.063151,20180827074527,230845968,0,0,350
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827000000,160994712,118.7415501,32.0657001,20180827080503,230322177,118.739532,32.064505,29103
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827080503,230322177,118.739532,32.064505,20180827081015,230769935,0,0,312
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827185530,84628747,0,0,20180827190204,230322177,118.739532,32.064505,394
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827190204,230322177,118.739532,32.064505,20180827190944,160994712,118.7415501,32.0657001,460
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827190944,160994712,118.7415501,32.0657001,20180827195903,84863489,118.74601,32.06161,2959
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827195903,84863489,118.74601,32.06161,20180827195906,160994712,118.7415501,32.0657001,3
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827195906,160994712,118.7415501,32.0657001,20180827202142,84863489,118.74601,32.06161,1356
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827202142,84863489,118.74601,32.06161,20180827202152,160994712,118.7415501,32.0657001,10
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827202152,160994712,118.7415501,32.0657001,20180827203534,230811139,118.7610801,32.0598601,822
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827203534,230811139,118.7610801,32.0598601,20180827203551,160994712,118.7415501,32.0657001,17
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827203551,160994712,118.7415501,32.0657001,20180827210522,84863489,118.74601,32.06161,1771
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827210522,84863489,118.74601,32.06161,20180827211003,230322177,118.739532,32.064505,281
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827211003,230322177,118.739532,32.064505,20180827211007,84223235,118.751661,32.068371,4
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827211007,84223235,118.751661,32.068371,20180827211012,230322177,118.739532,32.064505,5
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827211012,230322177,118.739532,32.064505,20180827211253,160994712,118.7415501,32.0657001,161
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827211253,160994712,118.7415501,32.0657001,20180827211318,84863489,118.74601,32.06161,25
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827211318,84863489,118.74601,32.06161,20180827211321,160994712,118.7415501,32.0657001,3
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827211321,160994712,118.7415501,32.0657001,20180827211331,84863489,118.74601,32.06161,10
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827211331,84863489,118.74601,32.06161,20180827211333,160994712,118.7415501,32.0657001,2
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827211333,160994712,118.7415501,32.0657001,20180827211518,84863489,118.74601,32.06161,105
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827211518,84863489,118.74601,32.06161,20180827211553,160994712,118.7415501,32.0657001,35
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827211553,160994712,118.7415501,32.0657001,20180827211816,84863489,118.74601,32.06161,143
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827211816,84863489,118.74601,32.06161,20180827211845,160994712,118.7415501,32.0657001,29
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827211845,160994712,118.7415501,32.0657001,20180827211940,84863489,118.74601,32.06161,55
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827211940,84863489,118.74601,32.06161,20180827212632,230322177,118.739532,32.064505,412
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827212632,230322177,118.739532,32.064505,20180827212648,161099161,118.7501505,32.06681,16
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827212648,161099161,118.7501505,32.06681,20180827212651,160994712,118.7415501,32.0657001,3
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827212651,160994712,118.7415501,32.0657001,20180827215540,84863489,118.74601,32.06161,1729
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827215540,84863489,118.74601,32.06161,20180827215543,160994712,118.7415501,32.0657001,3
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827215543,160994712,118.7415501,32.0657001,20180827220052,84863489,118.74601,32.06161,309
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827220052,84863489,118.74601,32.06161,20180827220104,160994712,118.7415501,32.0657001,12
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827220104,160994712,118.7415501,32.0657001,20180827222739,84863489,118.74601,32.06161,1595
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827222739,84863489,118.74601,32.06161,20180827222802,160994712,118.7415501,32.0657001,23
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827222802,160994712,118.7415501,32.0657001,20180827222954,230811139,118.7610801,32.0598601,112
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827222954,230811139,118.7610801,32.0598601,20180827223921,160994712,118.7415501,32.0657001,567
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827223921,160994712,118.7415501,32.0657001,20180827232226,84863489,118.74601,32.06161,2585
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827232226,84863489,118.74601,32.06161,20180827232230,160994712,118.7415501,32.0657001,4
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827232230,160994712,118.7415501,32.0657001,20180827232434,84863489,118.74601,32.06161,124
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827232434,84863489,118.74601,32.06161,20180827232436,160994712,118.7415501,32.0657001,2
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827232436,160994712,118.7415501,32.0657001,20180827232609,84863489,118.74601,32.06161,93
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827232609,84863489,118.74601,32.06161,20180827232611,160994712,118.7415501,32.0657001,2
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827232611,160994712,118.7415501,32.0657001,20180827232921,84863489,118.74601,32.06161,190
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827232921,84863489,118.74601,32.06161,20180827232923,160994712,118.7415501,32.0657001,2
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827232923,160994712,118.7415501,32.0657001,20180827233315,84863489,118.74601,32.06161,232
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827233315,84863489,118.74601,32.06161,20180827233319,160994712,118.7415501,32.0657001,4
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827233319,160994712,118.7415501,32.0657001,20180827233328,230322177,118.739532,32.064505,9
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827233328,230322177,118.739532,32.064505,20180827233356,160994712,118.7415501,32.0657001,28
914ddfbd-37f7-4ae8-9261-5c5d2d5b949d,20180827233356,160994712,118.7415501,32.0657001,20180827235959,160994712,118.7415501,32.0657001,1563
e785ca51-f816-4aad-8105-947af3e97a4d,20180827071049,230850052,118.73526,32.05947,20180827071120,230816772,118.73961,32.05798,31
e785ca51-f816-4aad-8105-947af3e97a4d,20180827071120,230816772,118.73961,32.05798,20180827071323,9953708,118.73571,32.05991,123
e785ca51-f816-4aad-8105-947af3e97a4d,20180827182123,230850052,118.73526,32.05947,20180827182127,230816772,118.73961,32.05798,4
e785ca51-f816-4aad-8105-947af3e97a4d,20180827182127,230816772,118.73961,32.05798,20180827182150,230850052,118.73526,32.05947,23
f582402c-8e7e-4d9b-82ad-47f118211735,20180827073237,9953697,118.73571,32.05991,20180827073446,230816772,118.73961,32.05798,129
f582402c-8e7e-4d9b-82ad-47f118211735,20180827073446,230816772,118.73961,32.05798,20180827073726,230770182,118.73788,32.05962,160
f582402c-8e7e-4d9b-82ad-47f118211735,20180827073726,230770182,118.73788,32.05962,20180827073843,84862982,118.739602,32.05798,77
f582402c-8e7e-4d9b-82ad-47f118211735,20180827073843,84862982,118.739602,32.05798,20180827074135,9895066,118.74228,32.05668,172
f582402c-8e7e-4d9b-82ad-47f118211735,20180827074135,9895066,118.74228,32.05668,20180827074657,9895067,118.74228,32.05668,322
f582402c-8e7e-4d9b-82ad-47f118211735,20180827074657,9895067,118.74228,32.05668,20180827084311,9895063,118.74228,32.05668,3374
f582402c-8e7e-4d9b-82ad-47f118211735,20180827084311,9895063,118.74228,32.05668,20180827090448,52657,118.37556,33.77485,1297
f582402c-8e7e-4d9b-82ad-47f118211735,20180827090448,52657,118.37556,33.77485,20180827093124,9895064,118.74228,32.05668,1596
